Age Group,2001,2023
0-4,22.107432,20.376638
5-9,23.602387,22.368579
10-14,26.22352,23.687811
15-19,27.485083,23.470956
20-24,29.377961,23.881146
25-29,30.880557,25.125533
30-34,32.715552,28.032579
35-39,32.747875,29.169289
40-44,31.618558,30.682229
45-49,29.975777,31.358798
50-54,28.367883,32.218543
55-59,23.015564,32.064605
60-64,23.256024,29.751412
65-69,20.738605,26.904579
70-74,18.293601,23.689644
75-79,14.340098,17.916741
80-84,7.335421,13.680779
